date,strategy,strategy_label,strategy_description,top1_player,top1_team,top1_opponent,top1_probability,top1_bob_score,top1_expected_pa,top1_lineup_slot,top1_stop_count,top1_pickable,top1_publisher,top1_result_hit,top1_decision,top1_hit,top2_pair,top2_publisher_count,top2_pick1_player,top2_pick1_publisher,top2_pick1_hit,top2_pick2_player,top2_pick2_publisher,top2_pick2_hit,top2_decision,top2_any_hit,top2_both_hit
2025-05-19,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Trea Turner,PHI,COL,0.7651458256304505,71.98,4.8,1.0,3,N,True,1,True,True,Trea Turner + Shohei Ohtani,1,Trea Turner,True,1,Shohei Ohtani,False,1,True,True,True
2025-05-19,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Francisco Lindor,NYM,BOS,0.7141263945761854,65.63,4.8,1.0,3,N,False,0,True,False,Francisco Lindor + Trea Turner,1,Francisco Lindor,False,0,Trea Turner,True,1,True,True,False
2025-05-19,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Trea Turner,PHI,COL,0.7651458256304505,71.98,4.8,1.0,3,N,True,1,True,True,Trea Turner + Francisco Lindor,1,Trea Turner,True,1,Francisco Lindor,False,0,True,True,False
2025-05-20,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryson Stott,1,Trea Turner,True,1,Bryson Stott,False,1,True,True,True
2025-05-20,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-20,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-20,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-20,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-20,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Trea Turner,PHI,COL,0.8228509614364294,72.95,4.7,2.0,2,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-21,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Bryce Harper,PHI,COL,0.8047980137435123,70.27,4.7,2.0,6,N,False,1,True,True,Bryce Harper + Trea Turner,1,Bryce Harper,False,1,Trea Turner,True,1,True,True,True
2025-05-21,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Bryce Harper,PHI,COL,0.8047980137435123,70.27,4.7,2.0,6,N,False,1,True,True,Bryce Harper + Trea Turner,1,Bryce Harper,False,1,Trea Turner,True,1,True,True,True
2025-05-21,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Bryce Harper,PHI,COL,0.8047980137435123,70.27,4.7,2.0,6,N,False,1,True,True,Bryce Harper + Trea Turner,1,Bryce Harper,False,1,Trea Turner,True,1,True,True,True
2025-05-21,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Trea Turner,PHI,COL,0.7792533017190624,68.39,4.8,1.0,3,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-21,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Trea Turner,PHI,COL,0.7792533017190624,68.39,4.8,1.0,3,N,True,1,True,True,Trea Turner + Bryce Harper,1,Trea Turner,True,1,Bryce Harper,False,1,True,True,True
2025-05-21,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Bryce Harper,PHI,COL,0.8047980137435123,70.27,4.7,2.0,6,N,False,1,True,True,Bryce Harper + Lawrence Butler,0,Bryce Harper,False,1,Lawrence Butler,False,1,True,True,True
2025-05-22,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Alec Bohm,1,Trea Turner,True,0,Alec Bohm,False,1,True,True,False
2025-05-22,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Bryce Harper,1,Trea Turner,True,0,Bryce Harper,False,1,True,True,False
2025-05-22,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Bryce Harper,1,Trea Turner,True,0,Bryce Harper,False,1,True,True,False
2025-05-22,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Bryce Harper,1,Trea Turner,True,0,Bryce Harper,False,1,True,True,False
2025-05-22,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Jarren Duran,1,Trea Turner,True,0,Jarren Duran,False,,False,False,False
2025-05-22,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Trea Turner,PHI,COL,0.8118497447325445,72.57,4.7,2.0,2,N,True,0,True,False,Trea Turner + Austin Riley,1,Trea Turner,True,0,Austin Riley,False,0,True,False,False
2025-05-23,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Jarren Duran,BOS,BAL,0.7536635874139092,62.67,4.8,1.0,6,N,False,,False,False,Jarren Duran + Aaron Judge,0,Jarren Duran,False,,Aaron Judge,False,1,False,False,False
2025-05-23,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Jarren Duran,BOS,BAL,0.7536635874139092,62.67,4.8,1.0,6,N,False,,False,False,Jarren Duran + Aaron Judge,0,Jarren Duran,False,,Aaron Judge,False,1,False,False,False
2025-05-23,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Jarren Duran,BOS,BAL,0.7536635874139092,62.67,4.8,1.0,6,N,False,,False,False,Jarren Duran + Yandy Díaz,1,Jarren Duran,False,,Yandy Díaz,True,0,False,False,False
2025-05-23,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Yandy Díaz,TBR,TOR,0.7317672985914884,58.7,4.8,1.0,1,N,True,0,True,False,Yandy Díaz + Jarren Duran,1,Yandy Díaz,True,0,Jarren Duran,False,,False,False,False
2025-05-23,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Yandy Díaz,TBR,TOR,0.7317672985914884,58.7,4.8,1.0,1,N,True,0,True,False,Yandy Díaz + Jarren Duran,1,Yandy Díaz,True,0,Jarren Duran,False,,False,False,False
2025-05-23,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Aaron Judge,NYY,COL,0.7498547127621649,74.35,4.7,2.0,7,N,False,1,True,True,Aaron Judge + Jarren Duran,0,Aaron Judge,False,1,Jarren Duran,False,,False,False,False
2025-05-24,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Rafael Devers,BOS,BAL,0.7731071633245903,65.28,4.7,2.0,10,N,False,1,True,True,Rafael Devers + Jarren Duran,0,Rafael Devers,False,1,Jarren Duran,False,1,True,True,True
2025-05-24,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Rafael Devers,BOS,BAL,0.7731071633245903,65.28,4.7,2.0,10,N,False,1,True,True,Rafael Devers + Jarren Duran,0,Rafael Devers,False,1,Jarren Duran,False,1,True,True,True
2025-05-24,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Jarren Duran,BOS,BAL,0.7638102231053912,65.97,4.8,1.0,6,N,False,1,True,True,Jarren Duran + Trea Turner,1,Jarren Duran,False,1,Trea Turner,True,0,True,True,False
2025-05-24,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jarren Duran,BOS,BAL,0.7638102231053912,65.97,4.8,1.0,6,N,False,1,True,True,Jarren Duran + Bobby Witt Jr.,1,Jarren Duran,False,1,Bobby Witt Jr.,True,1,True,True,True
2025-05-24,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jarren Duran,BOS,BAL,0.7638102231053912,65.97,4.8,1.0,6,N,False,1,True,True,Jarren Duran + Steven Kwan,1,Jarren Duran,False,1,Steven Kwan,True,1,True,True,True
2025-05-24,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Gunnar Henderson,BAL,BOS,0.7205856860808597,67.83,4.8,1.0,7,N,False,1,True,True,Gunnar Henderson + Jarren Duran,0,Gunnar Henderson,False,1,Jarren Duran,False,1,True,True,True
2025-05-25,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Aaron Judge,NYY,COL,0.7832317068521779,76.36,4.6,3.0,7,N,False,1,True,True,Aaron Judge + Cody Bellinger,0,Aaron Judge,False,1,Cody Bellinger,False,0,True,True,False
2025-05-25,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Aaron Judge,NYY,COL,0.7832317068521779,76.36,4.6,3.0,7,N,False,1,True,True,Aaron Judge + Trea Turner,1,Aaron Judge,False,1,Trea Turner,True,1,True,True,True
2025-05-25,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Trea Turner,PHI,ATH,0.7681142945658195,70.56,4.7,2.0,2,N,True,1,True,True,Trea Turner + Jarren Duran,1,Trea Turner,True,1,Jarren Duran,False,1,True,True,True
2025-05-25,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jarren Duran,BOS,BAL,0.7615269737024907,66.19,4.8,1.0,4,N,False,1,True,True,Jarren Duran + Trea Turner,1,Jarren Duran,False,1,Trea Turner,True,1,True,True,True
2025-05-25,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jarren Duran,BOS,BAL,0.7615269737024907,66.19,4.8,1.0,4,N,False,1,True,True,Jarren Duran + TJ Friedl,0,Jarren Duran,False,1,TJ Friedl,False,1,True,True,True
2025-05-25,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Aaron Judge,NYY,COL,0.7832317068521779,76.36,4.6,3.0,7,N,False,1,True,True,Aaron Judge + Trea Turner,1,Aaron Judge,False,1,Trea Turner,True,1,True,True,True
2025-05-26,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Kyle Tucker,CHC,COL,0.7623081475113579,64.38,4.7,2.0,3,N,False,1,True,True,Kyle Tucker + Nico Hoerner,1,Kyle Tucker,False,1,Nico Hoerner,True,1,True,True,True
2025-05-26,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Kyle Tucker,CHC,COL,0.7623081475113579,64.38,4.7,2.0,3,N,False,1,True,True,Kyle Tucker + Aaron Judge,0,Kyle Tucker,False,1,Aaron Judge,False,1,True,True,True
2025-05-26,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Kyle Tucker,CHC,COL,0.7623081475113579,64.38,4.7,2.0,3,N,False,1,True,True,Kyle Tucker + Seiya Suzuki,0,Kyle Tucker,False,1,Seiya Suzuki,False,1,True,True,True
2025-05-26,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Kyle Tucker,CHC,COL,0.7623081475113579,64.38,4.7,2.0,3,N,False,1,True,True,Kyle Tucker + Aaron Judge,0,Kyle Tucker,False,1,Aaron Judge,False,1,True,True,True
2025-05-26,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jarren Duran,BOS,MIL,0.7130611852409127,61.12,4.8,1.0,5,N,False,1,True,True,Jarren Duran + Kyle Tucker,0,Jarren Duran,False,1,Kyle Tucker,False,1,True,True,True
2025-05-26,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Aaron Judge,NYY,LAA,0.729223000294902,68.74,4.6,3.0,9,N,False,1,True,True,Aaron Judge + Kyle Tucker,0,Aaron Judge,False,1,Kyle Tucker,False,1,True,True,True
2025-05-27,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Kyle Tucker,CHC,COL,0.7491147946729615,62.2,4.7,2.0,2,N,False,1,True,True,Kyle Tucker + Nico Hoerner,1,Kyle Tucker,False,1,Nico Hoerner,True,1,True,True,True
2025-05-27,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Kyle Tucker,CHC,COL,0.7491147946729615,62.2,4.7,2.0,2,N,False,1,True,True,Kyle Tucker + TJ Friedl,0,Kyle Tucker,False,1,TJ Friedl,False,1,True,True,True
2025-05-27,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Kyle Tucker,CHC,COL,0.7491147946729615,62.2,4.7,2.0,2,N,False,1,True,True,Kyle Tucker + TJ Friedl,0,Kyle Tucker,False,1,TJ Friedl,False,1,True,True,True
2025-05-27,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Kyle Tucker,CHC,COL,0.7491147946729615,62.2,4.7,2.0,2,N,False,1,True,True,Kyle Tucker + Ian Happ,0,Kyle Tucker,False,1,Ian Happ,False,1,True,True,True
2025-05-27,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Jarren Duran,BOS,MIL,0.7194307975010653,62.01,4.8,1.0,6,N,False,0,True,False,Jarren Duran + Kyle Tucker,0,Jarren Duran,False,0,Kyle Tucker,False,1,True,True,False
2025-05-27,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Ronald Acuña Jr.,ATL,PHI,0.6799095664447669,62.57,4.8,1.0,3,N,False,1,True,True,Ronald Acuña Jr. + Kyle Tucker,0,Ronald Acuña Jr.,False,1,Kyle Tucker,False,1,True,True,True
2025-05-28,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Julio Rodríguez,SEA,WSN,0.7472477509356726,66.12,4.6,3.0,5,N,False,0,True,False,Julio Rodríguez + Jacob Wilson,0,Julio Rodríguez,False,0,Jacob Wilson,False,1,True,True,False
2025-05-28,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Julio Rodríguez,SEA,WSN,0.7472477509356726,66.12,4.6,3.0,5,N,False,0,True,False,Julio Rodríguez + Brent Rooker,0,Julio Rodríguez,False,0,Brent Rooker,False,1,True,True,False
2025-05-28,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Julio Rodríguez,SEA,WSN,0.7472477509356726,66.12,4.6,3.0,5,N,False,0,True,False,Julio Rodríguez + Mookie Betts,0,Julio Rodríguez,False,0,Mookie Betts,False,0,True,False,False
2025-05-28,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Jacob Wilson,ATH,HOU,0.7423002482341184,51.99,4.7,2.0,5,N,False,1,True,True,Jacob Wilson + Julio Rodríguez,0,Jacob Wilson,False,1,Julio Rodríguez,False,0,True,True,False
2025-05-28,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Mookie Betts,LAD,CLE,0.7134582425620156,58.89,4.7,2.0,0,Y,False,0,True,False,Mookie Betts + Julio Rodríguez,0,Mookie Betts,False,0,Julio Rodríguez,False,0,True,False,False
2025-05-28,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Shohei Ohtani,LAD,CLE,0.7178782705794204,67.49,4.8,1.0,8,N,False,0,True,False,Shohei Ohtani + Julio Rodríguez,0,Shohei Ohtani,False,0,Julio Rodríguez,False,0,True,False,False
2025-05-29,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Trea Turner,PHI,ATL,0.6994017555623592,52.97,4.8,1.0,6,N,True,1,True,True,Trea Turner + Alec Bohm,1,Trea Turner,True,1,Alec Bohm,False,1,True,True,True
2025-05-29,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Trea Turner,PHI,ATL,0.6994017555623592,52.97,4.8,1.0,6,N,True,1,True,True,Trea Turner + Julio Rodríguez,1,Trea Turner,True,1,Julio Rodríguez,False,0,True,True,False
2025-05-29,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Trea Turner,PHI,ATL,0.6994017555623592,52.97,4.8,1.0,6,N,True,1,True,True,Trea Turner + Julio Rodríguez,1,Trea Turner,True,1,Julio Rodríguez,False,0,True,True,False
2025-05-29,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Trea Turner,PHI,ATL,0.6994017555623592,52.97,4.8,1.0,6,N,True,1,True,True,Trea Turner + Jeremy Peña,2,Trea Turner,True,1,Jeremy Peña,True,1,True,True,True
2025-05-29,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Trea Turner,PHI,ATL,0.6994017555623592,52.97,4.8,1.0,6,N,True,1,True,True,Trea Turner + Julio Rodríguez,1,Trea Turner,True,1,Julio Rodríguez,False,0,True,True,False
2025-05-29,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Austin Riley,ATL,PHI,0.6498156056186046,57.13,4.3,5.0,7,N,False,1,True,True,Austin Riley + James Wood,0,Austin Riley,False,1,James Wood,False,1,True,True,True
2025-05-30,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Jackson Holliday,BAL,CHW,0.7699780451923931,48.2,4.8,1.0,9,N,False,0,True,False,Jackson Holliday + Ryan O'Hearn,0,Jackson Holliday,False,0,Ryan O'Hearn,False,1,True,True,False
2025-05-30,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Gunnar Henderson,BAL,CHW,0.7517165074003549,54.83,4.6,3.0,9,N,False,1,True,True,Gunnar Henderson + Corbin Carroll,0,Gunnar Henderson,False,1,Corbin Carroll,False,1,True,True,True
2025-05-30,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,José Ramírez,CLE,LAA,0.726514007110061,57.73,4.6,3.0,3,N,False,0,True,False,José Ramírez + Bobby Witt Jr.,1,José Ramírez,False,0,Bobby Witt Jr.,True,1,True,True,False
2025-05-30,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Corbin Carroll,ARI,WSN,0.7314400469467255,57.63,4.8,1.0,7,N,False,1,True,True,Corbin Carroll + Gunnar Henderson,0,Corbin Carroll,False,1,Gunnar Henderson,False,1,True,True,True
2025-05-30,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Corbin Carroll,ARI,WSN,0.7314400469467255,57.63,4.8,1.0,7,N,False,1,True,True,Corbin Carroll + José Ramírez,0,Corbin Carroll,False,1,José Ramírez,False,0,True,True,False
2025-05-30,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Bobby Witt Jr.,KCR,DET,0.723984321167953,63.33,4.7,2.0,1,N,True,1,True,True,Bobby Witt Jr. + Francisco Lindor,1,Bobby Witt Jr.,True,1,Francisco Lindor,False,1,True,True,True
2025-05-31,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Francisco Lindor,NYM,COL,0.7670442663080967,61.1,4.8,1.0,3,N,False,1,True,True,Francisco Lindor + James Wood,0,Francisco Lindor,False,1,James Wood,False,1,True,True,True
2025-05-31,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Francisco Lindor,NYM,COL,0.7670442663080967,61.1,4.8,1.0,3,N,False,1,True,True,Francisco Lindor + James Wood,0,Francisco Lindor,False,1,James Wood,False,1,True,True,True
2025-05-31,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Francisco Lindor,NYM,COL,0.7670442663080967,61.1,4.8,1.0,3,N,False,1,True,True,Francisco Lindor + Bo Bichette,1,Francisco Lindor,False,1,Bo Bichette,True,1,True,True,True
2025-05-31,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Francisco Lindor,NYM,COL,0.7670442663080967,61.1,4.8,1.0,3,N,False,1,True,True,Francisco Lindor + Bo Bichette,1,Francisco Lindor,False,1,Bo Bichette,True,1,True,True,True
2025-05-31,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Francisco Lindor,NYM,COL,0.7670442663080967,61.1,4.8,1.0,3,N,False,1,True,True,Francisco Lindor + Vladimir Guerrero Jr.,1,Francisco Lindor,False,1,Vladimir Guerrero Jr.,True,1,True,True,True
2025-05-31,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Vladimir Guerrero Jr.,TOR,ATH,0.7330197020267694,64.46,4.7,2.0,3,N,True,1,True,True,Vladimir Guerrero Jr. + Bo Bichette,2,Vladimir Guerrero Jr.,True,1,Bo Bichette,True,1,True,True,True
2025-06-01,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,José Ramírez,CLE,LAA,0.7762933020567332,67.56,4.6,3.0,1,N,False,1,True,True,José Ramírez + Francisco Lindor,0,José Ramírez,False,1,Francisco Lindor,False,1,True,True,True
2025-06-01,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",José Ramírez,CLE,LAA,0.7762933020567332,67.56,4.6,3.0,1,N,False,1,True,True,José Ramírez + Francisco Lindor,0,José Ramírez,False,1,Francisco Lindor,False,1,True,True,True
2025-06-01,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,José Ramírez,CLE,LAA,0.7762933020567332,67.56,4.6,3.0,1,N,False,1,True,True,José Ramírez + Francisco Lindor,0,José Ramírez,False,1,Francisco Lindor,False,1,True,True,True
2025-06-01,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Francisco Lindor,NYM,COL,0.7530446820993757,64.06,4.8,1.0,2,N,False,1,True,True,Francisco Lindor + Jarren Duran,0,Francisco Lindor,False,1,Jarren Duran,False,0,True,True,False
2025-06-01,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Francisco Lindor,NYM,COL,0.7530446820993757,64.06,4.8,1.0,2,N,False,1,True,True,Francisco Lindor + Jarren Duran,0,Francisco Lindor,False,1,Jarren Duran,False,0,True,True,False
2025-06-01,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Steven Kwan,CLE,LAA,0.7438113702690415,67.8,4.8,1.0,1,N,True,0,True,False,Steven Kwan + José Ramírez,1,Steven Kwan,True,0,José Ramírez,False,1,True,True,False
2025-06-02,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Jarren Duran,1,Xavier Edwards,True,1,Jarren Duran,False,1,True,True,True
2025-06-02,wf_volume_floor,Probability with volume floor,"Prefer hitters with PA/G >= 4.2 and expected PA >= 4.1, then sort by walk-forward probability.",Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Jarren Duran,1,Xavier Edwards,True,1,Jarren Duran,False,1,True,True,True
2025-06-02,wf_low_stop_floor,Probability with volume + stop floor,Apply the volume floor and require six or fewer stop valves when possible.,Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Agustín Ramírez,1,Xavier Edwards,True,1,Agustín Ramírez,False,1,True,True,True
2025-06-02,wf_top5_safety_blend,Top-5 safety blend,"Take the model top 5, then rerank by opportunity/contact safety factors.",Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Jarren Duran,1,Xavier Edwards,True,1,Jarren Duran,False,1,True,True,True
2025-06-02,wf_top8_safety_floor,Top-8 safety blend with floor,"Take the model top 8, apply PA and stop-count floors when possible, then rerank by safety.",Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Francisco Lindor,1,Xavier Edwards,True,1,Francisco Lindor,False,1,True,True,True
2025-06-02,bob_score_volume_floor,Bob score with volume floor,Primary Bob score baseline after a PA volume floor.,Xavier Edwards,MIA,COL,0.7611083098573357,63.07,4.8,1.0,1,N,True,1,True,True,Xavier Edwards + Rafael Devers,1,Xavier Edwards,True,1,Rafael Devers,False,1,True,True,True
2025-06-03,wf_probability_top,Walk-forward probability top,Select the highest probability hitter from the walk-forward opportunity/contact model.,Nico Hoerner,CHC,WSN,0.7634043402236735,63.79,3.9,7.0,3,N,True,1,True,True,Nico Hoerner + Ian Happ,1,Nico Hoerner,True,1,Ian Happ,False,1,True,True,True
